Date,Close/Last,Open,High,Low,Volume
12/16/2022,1619.2780927009328,1598.857493949738,1621.1131914344157,1591.3132721310735,131422
12/17/2022,1638.0218218786463,1619.2780927009328,1640.9292803568414,1611.5044599497533,216590
12/18/2022,1622.1811512112981,1638.0218218786463,1638.5904107255303,1617.951641226041,112205
12/19/2022,1616.8108418178574,1622.1811512112981,1626.3911962571133,1608.9102317106824,317662
12/20/2022,1623.8846498432774,1616.8108418178574,1624.433624864047,1610.688705050286,254599
12/21/2022,1643.544276789176,1623.8846498432774,1650.121383578288,1622.5719710251608,342555
12/22/2022,1634.7511655855462,1643.544276789176,1645.4648575623778,1630.8531005609643,249515
12/23/2022,1631.7629913097494,1634.7511655855462,1639.1650911196955,1625.902260172369,247596
12/24/2022,1610.752378907377,1631.7629913097494,1638.9433937322917,1608.7603588968507,216477
12/25/2022,1588.2751678741076,1610.752378907377,1615.9943902602258,1583.1878019331384,128202
12/26/2022,1604.3966529848394,1588.2751678741076,1608.6720314294653,1582.9814429352941,296624
12/27/2022,1631.1497751958304,1604.3966529848394,1633.7949598382431,1603.0914783627998,277214
12/28/2022,1630.3927235823778,1631.1497751958304,1633.8656551739539,1625.7861686742465,161692
12/29/2022,1650.678713486995,1630.3927235823778,1656.2042528165096,1624.1024490774785,313456
12/30/2022,1658.5023236353038,1650.678713486995,1666.746235838317,1646.561131218493,120855
12/31/2022,1646.3265332203302,1658.5023236353038,1663.9906328064942,1646.2269048089145,314819
01/01/2023,1654.1247659256712,1646.3265332203302,1658.7379827491432,1646.2521318630056,291444
01/02/2023,1685.315668337929,1654.1247659256712,1691.4725521028558,1651.1719105255563,125095
01/03/2023,1685.2652563847064,1685.315668337929,1689.2357598748315,1677.460842963718,269796
01/04/2023,1717.5814375884534,1685.2652563847064,1718.0979344447742,1683.3383512266669,149241
01/05/2023,1664.2729634195155,1717.5814375884534,1722.4103904552883,1658.9941917376943,203119
01/06/2023,1681.353114004065,1664.2729634195155,1689.4036452748257,1662.4249890824017,152003
01/07/2023,1683.7819375606327,1681.353114004065,1685.2577972003483,1678.6489098100863,299451
01/08/2023,1678.4138922247096,1683.7819375606327,1689.5910264205945,1671.2970641028176,194837
01/09/2023,1680.9334085267815,1678.4138922247096,1682.6221892776093,1672.2972363736453,323068
01/10/2023,1641.5141300065686,1680.9334085267815,1685.4368618070032,1640.7311336980583,328526
01/11/2023,1637.8436015643651,1641.5141300065686,1642.3076087972383,1634.3328672541134,194283
01/12/2023,1645.5174734884556,1637.8436015643651,1649.2229397142764,1637.6047240106375,247044
01/13/2023,1675.3584861728914,1645.5174734884556,1681.6927094228784,1641.5609077931372,223805
01/14/2023,1665.6091686675754,1675.3584861728914,1678.2700206863203,1660.0923878499427,193846
01/15/2023,1650.1158000415867,1665.6091686675754,1671.146583990878,1649.1380847838582,122927
01/16/2023,1640.8403596567912,1650.1158000415867,1656.6787227837945,1638.4702893214953,220589
01/17/2023,1659.5210406811443,1640.8403596567912,1667.2143961805393,1637.5764276984232,215657
01/18/2023,1666.731681700947,1659.5210406811443,1668.6871086593908,1651.8911352662653,166630
01/19/2023,1656.802756989753,1666.731681700947,1670.0594441403812,1648.57461875002,204428
01/20/2023,1667.670072871612,1656.802756989753,1668.9409709918998,1656.4307111697735,222035
01/21/2023,1670.2798607863062,1667.670072871612,1678.568486815395,1661.324522175455,283419
01/22/2023,1690.3628713698843,1670.2798607863062,1698.1977114594001,1667.1754446768991,330780
01/23/2023,1676.7983227149846,1690.3628713698843,1694.9264887956729,1673.5079565729577,226244
01/24/2023,1670.8759619900825,1676.7983227149846,1683.8579227933874,1664.5745459253992,319932
01/25/2023,1663.6823433240522,1670.8759619900825,1675.2282427972366,1656.04249413004,317282
01/26/2023,1635.129928520603,1663.6823433240522,1668.869585817451,1627.3554694968172,169518
01/27/2023,1641.5943220216525,1635.129928520603,1642.3258528302276,1630.4115764563207,276355
01/28/2023,1647.3935219809932,1641.5943220216525,1653.6146599713447,1638.6630816847448,181326
01/29/2023,1648.1535658939583,1647.3935219809932,1649.206023061289,1640.9065056695642,243277
01/30/2023,1644.1731998756948,1648.1535658939583,1654.9609974463099,1642.1097511382368,220243
01/31/2023,1616.9054934520354,1644.1731998756948,1650.6021479921833,1612.3452214723627,320946
02/01/2023,1609.3905308513256,1616.9054934520354,1622.6353594282134,1606.5050669485988,112748
02/02/2023,1603.4155490914643,1609.3905308513256,1609.681511721368,1598.151286723465,252169
02/03/2023,1588.6203091332698,1603.4155490914643,1605.8457526879306,1586.7107961566887,234164
02/04/2023,1586.1810961714154,1588.6203091332698,1590.7102389940128,1584.6615906279935,153311
02/05/2023,1594.506342581537,1586.1810961714154,1597.377541511076,1578.8986287661642,122692
02/06/2023,1631.2345697117864,1594.506342581537,1631.9493991033148,1593.694709490731,224954
02/07/2023,1635.3043919004228,1631.2345697117864,1642.9654481155637,1627.1078895622052,254934
02/08/2023,1641.0125930781983,1635.3043919004228,1645.556575333618,1633.4985842707088,230035
02/09/2023,1640.2029978921232,1641.0125930781983,1643.5194392846051,1639.8837326793503,321468
02/10/2023,1603.0929874960489,1640.2029978921232,1643.4586492641884,1602.8042799209445,179507
02/11/2023,1603.2241741973994,1603.0929874960489,1606.8090038158987,1601.6885035254516,180152
02/12/2023,1605.0242142102115,1603.2241741973994,1609.844056450018,1596.2760382682911,301541
02/13/2023,1653.1089827279102,1605.0242142102115,1657.3713541985755,1602.7572880897976,104926
02/14/2023,1649.9543026553308,1653.1089827279102,1660.7082583757535,1642.1132316653861,322371
02/15/2023,1656.5847563956445,1649.9543026553308,1660.70106704698,1645.156051631142,103969
02/16/2023,1656.5573544354681,1656.5847563956445,1664.802725612105,1652.9409721999064,135733
02/17/2023,1633.9881909990122,1656.5573544354681,1663.609525812981,1629.248899471111,169855
02/18/2023,1657.0500940752731,1633.9881909990122,1658.7776559124309,1629.7667957001722,141743
02/19/2023,1672.6648025435263,1657.0500940752731,1680.447671848278,1650.7634427619198,230193
02/20/2023,1689.2114440106204,1672.6648025435263,1690.1942812656525,1670.3021964114773,270948
02/21/2023,1671.4533562400773,1689.2114440106204,1696.1156710230528,1668.5028199302662,207445
02/22/2023,1700.2584006921168,1671.4533562400773,1703.49419045328,1663.9811716262557,120323
02/23/2023,1672.3363955000125,1700.2584006921168,1707.72231676176,1664.4224271315152,116428
02/24/2023,1684.7823997812472,1672.3363955000125,1692.0948329487742,1664.8731074553693,134578
02/25/2023,1729.7416057715573,1684.7823997812472,1736.711819250215,1681.249006792033,186486
02/26/2023,1709.8730396905864,1729.7416057715573,1736.574348349088,1703.2014100171061,339649
02/27/2023,1698.9374222630333,1709.8730396905864,1712.477852919086,1694.8910992487015,164140
02/28/2023,1701.6486144318624,1698.9374222630333,1702.3370953612875,1694.710976893642,207325
03/01/2023,1692.048410086911,1701.6486144318624,1705.0772677460584,1690.316766821377,183829
03/02/2023,1661.2396583335615,1692.048410086911,1693.5164694853809,1656.3296128184825,106364
03/03/2023,1663.270948590988,1661.2396583335615,1669.0504083753035,1659.6935766576244,228867
03/04/2023,1642.733470102973,1663.270948590988,1666.1492366933157,1640.0101079596614,266421
03/05/2023,1652.726397134916,1642.733470102973,1660.7884807962923,1635.710536452223,231763
03/06/2023,1635.1528072687647,1652.726397134916,1658.0231544951912,1633.4598043150218,195598
03/07/2023,1666.2194235130348,1635.1528072687647,1673.0715889659825,1634.5710339199559,297539
03/08/2023,1651.225049091786,1666.2194235130348,1667.3234994321208,1650.655313764287,276968
03/09/2023,1645.5039865965352,1651.225049091786,1658.3419486208284,1637.7636632014544,157062
03/10/2023,1662.2259380833345,1645.5039865965352,1669.895092766456,1641.333288588768,328338
03/11/2023,1638.339133342115,1662.2259380833345,1666.273972857902,1634.9853542475125,310834
03/12/2023,1643.4663471410047,1638.339133342115,1648.4481286462503,1631.696662783844,244933
03/13/2023,1669.9026752107297,1643.4663471410047,1676.2884648735062,1636.5980882180604,327909
03/14/2023,1638.3585496358116,1669.9026752107297,1671.3624926676914,1635.637309539725,344851
03/15/2023,1642.6438505838098,1638.3585496358116,1646.7715359588833,1632.6765742625919,188302
03/16/2023,1648.42364661018,1642.6438505838098,1651.7094744202254,1636.31044982629,332782
03/17/2023,1664.5483197804049,1648.42364661018,1665.7665526939709,1643.0279382476826,163928
03/18/2023,1640.5065683789976,1664.5483197804049,1667.6072138058391,1639.2631047992802,337715
03/19/2023,1615.1681580420582,1640.5065683789976,1641.0657539856397,1608.094665708736,346792
03/20/2023,1625.9305060709912,1615.1681580420582,1626.1403479056364,1610.8145162632925,314303
03/21/2023,1632.375395553964,1625.9305060709912,1633.4786061775874,1623.6341033951967,141347
03/22/2023,1637.9351261001868,1632.375395553964,1645.8227264589357,1628.9047354169413,103121
03/23/2023,1645.3998164511422,1637.9351261001868,1649.9207954386227,1637.6274310567355,183793
03/24/2023,1632.6310257529128,1645.3998164511422,1653.345634484572,1631.5872292187155,128164
03/25/2023,1637.8342932651847,1632.6310257529128,1641.3760925496524,1626.3817488701302,125491
03/26/2023,1644.2494767486583,1637.8342932651847,1646.8129943169943,1637.834197986178,159222
03/27/2023,1630.8123131957034,1644.2494767486583,1648.4105942143367,1627.415609783976,254237
03/28/2023,1667.9773746780404,1630.8123131957034,1671.6428524407718,1626.551733010281,345322
03/29/2023,1678.1286767254135,1667.9773746780404,1679.0152714092974,1667.521729795839,103748
03/30/2023,1654.8100014600352,1678.1286767254135,1683.5056218028228,1646.7587040785902,329653
03/31/2023,1668.5095831973624,1654.8100014600352,1670.3118920866314,1652.9390291613581,126553
04/01/2023,1649.6617985425482,1668.5095831973624,1673.678525399266,1647.1526735078007,216547
04/02/2023,1665.9027440981442,1649.6617985425482,1671.3186030183526,1647.1547867854474,160380
04/03/2023,1689.7303958482044,1665.9027440981442,1691.0148009244836,1663.983485349608,144331
04/04/2023,1673.765505702695,1689.7303958482044,1690.2487174967187,1673.753171539847,327105
04/05/2023,1693.7846007147343,1673.765505702695,1700.396810471296,1667.6617449121534,327916
04/06/2023,1702.8520582851859,1693.7846007147343,1706.766918775266,1685.5964606205825,220617
04/07/2023,1720.3313611342703,1702.8520582851859,1720.8316661417239,1700.9423651868262,139560
04/08/2023,1760.176843122392,1720.3313611342703,1768.9325463898153,1714.6280567444132,153865
04/09/2023,1755.6977961072528,1760.176843122392,1760.685363149634,1749.1850673763454,277758
04/10/2023,1740.5200801543904,1755.6977961072528,1761.7991552048722,1733.136573110292,175910
04/11/2023,1722.6376754702485,1740.5200801543904,1749.080644763619,1718.9974905826016,235747
04/12/2023,1706.4625841454256,1722.6376754702485,1724.6977787639746,1703.8778828651423,297778
04/13/2023,1705.566314991618,1706.4625841454256,1707.6763002718408,1702.792252876516,338057
04/14/2023,1713.2308293160963,1705.566314991618,1714.2706314182622,1699.4892002862318,340093
04/15/2023,1719.6045441390263,1713.2308293160963,1722.2121107484347,1706.2341705022473,177986
04/16/2023,1737.3615228432182,1719.6045441390263,1738.2392883636899,1718.0430231178595,307288
04/17/2023,1738.3275352924297,1737.3615228432182,1744.343550888089,1734.1392296691283,110068
04/18/2023,1769.3434860242478,1738.3275352924297,1769.8945639605186,1730.4881978964493,154460
04/19/2023,1764.431997291601,1769.3434860242478,1773.8501996446398,1757.315218000815,200766
04/20/2023,1822.7324122774387,1764.431997291601,1831.8159705811024,1755.743418898423,146418
04/21/2023,1837.146595091249,1822.7324122774387,1844.6235086368915,1815.8584485283068,126206
04/22/2023,1818.9847646945627,1837.146595091249,1842.7978365721492,1815.4086842934587,228180
04/23/2023,1796.3371129372542,1818.9847646945627,1821.7701180462795,1791.0321896297069,100287
04/24/2023,1807.4558450480667,1796.3371129372542,1813.094165928099,1790.4000907518293,122337
04/25/2023,1803.3320379762308,1807.4558450480667,1812.2188659207159,1802.6246285405796,251738
04/26/2023,1819.5043303849468,1803.3320379762308,1823.3806331954147,1798.4224939215678,347667
04/27/2023,1830.5648270036527,1819.5043303849468,1831.7611960945776,1813.051268789756,232233
04/28/2023,1829.697236383671,1830.5648270036527,1838.6797594631144,1828.1664997460769,345889
04/29/2023,1811.8366017693827,1829.697236383671,1833.8120850282517,1804.7647161787143,200667
04/30/2023,1779.6254686367952,1811.8366017693827,1813.5997227216087,1774.430984096296,190071
05/01/2023,1770.8017662543425,1779.6254686367952,1782.897838172548,1762.3707861544467,198064
05/02/2023,1789.7082369321174,1770.8017662543425,1793.414094078416,1770.4261588513757,269823
05/03/2023,1795.0221042750359,1789.7082369321174,1802.449348348375,1787.3339550628352,313135
05/04/2023,1768.9065693894588,1795.0221042750359,1801.6063744206447,1763.5861063447828,206511
05/05/2023,1773.290222546388,1768.9065693894588,1780.1112267766441,1766.2836355048655,320461
05/06/2023,1782.1988931400106,1773.290222546388,1782.2971926762837,1766.955815621896,245830
05/07/2023,1764.0092557633718,1782.1988931400106,1785.9072391146694,1757.314794045662,296852
05/08/2023,1767.9689295824503,1764.0092557633718,1772.2239371050878,1763.105060215988,346686
05/09/2023,1769.9110516220035,1767.9689295824503,1770.0808947362782,1763.4265359472263,103178
05/10/2023,1746.343546900979,1769.9110516220035,1772.2102829695793,1741.9000582118026,131831
05/11/2023,1754.5399200946229,1746.343546900979,1761.2097143221702,1743.1190914506763,233248
05/12/2023,1767.048762119674,1754.5399200946229,1768.260159798589,1746.3556505254865,203306
05/13/2023,1790.7212339273024,1767.048762119674,1795.5141900229453,1759.7375420287829,264726
05/14/2023,1814.082310952094,1790.7212339273024,1816.034280498645,1784.4786957039078,257699
05/15/2023,1784.8174763074567,1814.082310952094,1814.1922513664765,1778.442762991198,283622
05/16/2023,1765.4452450464687,1784.8174763074567,1786.9699791916294,1761.3695721931883,212025
05/17/2023,1777.0626219067844,1765.4452450464687,1785.7335657745368,1757.3154180565498,275982
05/18/2023,1788.72980466387,1777.0626219067844,1795.8984712717165,1770.8909240511887,190417
05/19/2023,1800.5006703535612,1788.72980466387,1809.1392623103393,1782.2100539037735,289323
05/20/2023,1884.4630182010958,1800.5006703535612,1889.0597327213914,1792.7432951040278,266494
05/21/2023,1898.1266680664946,1884.4630182010958,1899.1681340923046,1881.880629328821,111984
05/22/2023,1924.7512878333227,1898.1266680664946,1930.0247164937357,1890.467054038245,189312
05/23/2023,1947.5557818230018,1924.7512878333227,1951.9804078482596,1922.8723398234335,292458
05/24/2023,1963.5582537082455,1947.5557818230018,1971.8479753026975,1944.1929182439987,183291
05/25/2023,1956.9150826802818,1963.5582537082455,1964.521208013465,1953.6312768809526,107135
05/26/2023,1975.5207084918343,1956.9150826802818,1980.3433608764549,1947.3406264408943,100320
05/27/2023,1957.9901301908676,1975.5207084918343,1977.0028297137567,1949.60467303967,334030
05/28/2023,1953.2090643072343,1957.9901301908676,1961.168691492674,1946.3614076608485,325243
05/29/2023,1942.6141501597076,1953.2090643072343,1960.4101269431587,1935.5521963942908,252756
05/30/2023,1945.2997941602196,1942.6141501597076,1949.9297840056076,1937.1546973405764,286985
05/31/2023,2000.1103720774977,1945.2997941602196,2003.86946236681,1936.0879177613333,188774
06/01/2023,1956.0935784768642,2000.1103720774977,2004.05535255903,1951.2399356779836,252961
06/02/2023,1972.9846857269258,1956.0935784768642,1977.5170929167846,1952.371937232998,326921
06/03/2023,1935.5915150057854,1972.9846857269258,1980.7288138220897,1934.0136659317309,198071
06/04/2023,1925.4041438307931,1935.5915150057854,1944.2250727786818,1917.83532572696,279971
06/05/2023,1951.3343453902614,1925.4041438307931,1960.6552323158503,1918.3336368796445,241842
06/06/2023,1953.6200608362176,1951.3343453902614,1961.3066120428591,1947.5843194527818,270393
06/07/2023,1929.135463037062,1953.6200608362176,1956.7009870305144,1928.8924554955433,317034
06/08/2023,1913.3481041937725,1929.135463037062,1935.7729883613524,1905.321634461708,209863
06/09/2023,1929.7171282099125,1913.3481041937725,1933.9393794291518,1913.2388713087946,141777
06/10/2023,1913.576203072026,1929.7171282099125,1932.174339516983,1906.84328731,146250
06/11/2023,1919.3121536249498,1913.576203072026,1927.3816288350997,1904.29289849186,173034
06/12/2023,1921.129477520685,1919.3121536249498,1921.4985874792103,1915.1121100935175,204940
06/13/2023,1906.876225687514,1921.129477520685,1929.7914852446806,1904.635899689236,140130
06/14/2023,1956.697808335442,1906.876225687514,1961.212668053579,1900.1557168313739,313003
06/15/2023,1972.365142998358,1956.697808335442,1978.6491129079768,1948.7034441123865,280418
06/16/2023,1925.2222412852573,1972.365142998358,1978.8675764636475,1919.9622422961293,233609
06/17/2023,1930.2999221071038,1925.2222412852573,1938.9391506329162,1915.9134521851045,315834
06/18/2023,1915.742685739219,1930.2999221071038,1936.4447392965806,1915.2477658612304,115216
06/19/2023,1936.1054979281087,1915.742685739219,1942.0486988721918,1910.907393362993,184149
06/20/2023,1918.4670950204609,1936.1054979281087,1936.750724838997,1911.5754437343314,103009
06/21/2023,1916.5930648078213,1918.4670950204609,1923.4398386799433,1908.3264110856858,189904
06/22/2023,1928.973963434266,1916.5930648078213,1930.4223238977208,1914.8752644947695,260399
06/23/2023,1949.7857837587853,1928.973963434266,1956.9749731523696,1921.2580339993715,245281
06/24/2023,1922.4818476229996,1949.7857837587853,1954.7793988554363,1917.169001022391,279515
06/25/2023,1915.5339697151085,1922.4818476229996,1929.0204754118845,1911.7359094717715,115029
06/26/2023,1905.3828967755658,1915.5339697151085,1915.9330989987106,1904.1280589620512,298685
06/27/2023,1891.2069417857624,1905.3828967755658,1906.1907030613495,1883.024675056031,310515
06/28/2023,1932.0294963379736,1891.2069417857624,1938.9492859112427,1889.7197608704305,288069
06/29/2023,1942.1915474691566,1932.0294963379736,1942.8915554095643,1929.0368999299767,202171
06/30/2023,1913.581886186756,1942.1915474691566,1942.8835185409864,1910.8067568060924,214456
07/01/2023,1935.4241668920804,1913.581886186756,1935.5413420700493,1905.2442756307732,162559
07/02/2023,1985.4856052342536,1935.4241668920804,1994.9812040228037,1928.9143387314175,164892
07/03/2023,2010.8791384290923,1985.4856052342536,2018.2943393013581,1977.5766080038466,170409
07/04/2023,1975.020257667352,2010.8791384290923,2014.4308678689797,1972.5468617972992,239707
07/05/2023,1964.3338005300557,1975.020257667352,1977.9485765681636,1958.1964939553866,133065
07/06/2023,1994.9831707616556,1964.3338005300557,1998.4714310521754,1958.7183007300227,342471
07/07/2023,1978.8396999375038,1994.9831707616556,2002.7102745510433,1970.599510872991,220544
07/08/2023,1990.1702058657106,1978.8396999375038,1996.7514062916484,1969.8746947031038,207340
07/09/2023,2009.4661173110653,1990.1702058657106,2011.3268384045946,1990.0492356437414,133783
07/10/2023,1987.9182792491176,2009.4661173110653,2011.2154513613725,1981.2187966607426,134152
07/11/2023,1987.2934680400886,1987.9182792491176,1988.896291802437,1986.7784033150822,158741
07/12/2023,1910.7921924702134,1987.2934680400886,1993.8545444490462,1905.5484182102164,207049
07/13/2023,1888.067806461707,1910.7921924702134,1918.0949790457682,1885.3524559827465,282574
07/14/2023,1883.100644037296,1888.067806461707,1890.5699346043975,1880.2121879766173,129092
07/15/2023,1855.657468531988,1883.100644037296,1883.2978513853295,1852.3826181169215,248725
07/16/2023,1892.750086253682,1855.657468531988,1893.5277384071999,1849.8929386658808,329071
07/17/2023,1861.024383690304,1892.750086253682,1901.909672075854,1857.9160080329016,330636
07/18/2023,1851.9415912079612,1861.024383690304,1863.773533364901,1845.1570119798275,271541
07/19/2023,1855.58785479726,1851.9415912079612,1862.7246604510467,1848.195785757327,186483
07/20/2023,1888.4230004667963,1855.58785479726,1894.3211457216867,1854.9536779556015,221585
07/21/2023,1856.6401883255392,1888.4230004667963,1892.029318468349,1849.3643882177807,159754
07/22/2023,1883.2977632151226,1856.6401883255392,1885.2346150191963,1853.9874363776023,261050
07/23/2023,1884.282345131557,1883.2977632151226,1885.4259765549396,1879.2226187334084,187592
07/24/2023,1862.8427849964469,1884.282345131557,1890.0766355200697,1856.4584140345476,194543
07/25/2023,1873.9178355858828,1862.8427849964469,1881.1758358738052,1859.7462172280862,143169
07/26/2023,1879.143660886694,1873.9178355858828,1885.1936038679933,1873.3876512344245,279359
07/27/2023,1866.3605934726068,1879.143660886694,1884.1262303469432,1862.8712359365331,154745
07/28/2023,1868.670448039207,1866.3605934726068,1869.062413096636,1857.5471853860981,210168
07/29/2023,1860.7776266382236,1868.670448039207,1877.7193798289484,1854.807001594537,213985
07/30/2023,1864.0567041242257,1860.7776266382236,1871.5009468423898,1854.5302597552536,105543
07/31/2023,1879.6133162800425,1864.0567041242257,1882.3652772774594,1858.163655187294,287464
08/01/2023,1916.1383415362052,1879.6133162800425,1925.527135144467,1877.7431749089264,121067
08/02/2023,1888.442888028221,1916.1383415362052,1921.90478349104,1884.4928899757945,151033
08/03/2023,1937.5356056589899,1888.442888028221,1943.1779288480852,1881.3523534204382,145256
08/04/2023,1892.9237444978853,1937.5356056589899,1944.7826977629063,1891.9642886737506,321705
08/05/2023,1890.2331026702398,1892.9237444978853,1900.6068360325946,1887.6070700950718,339455
08/06/2023,1904.3338758141192,1890.2331026702398,1910.5846480675623,1887.6215650416273,340120
08/07/2023,1911.5168373551182,1904.3338758141192,1912.7411232349812,1900.2203344200636,300417
08/08/2023,1897.9978366890603,1911.5168373551182,1914.7498575213112,1888.694147941731,253263
08/09/2023,1894.0168488523964,1897.9978366890603,1906.8053403970869,1893.3775940485984,186803
08/10/2023,1883.5694306710118,1894.0168488523964,1896.1439776191341,1878.684383987642,303814
08/11/2023,1871.0015451669406,1883.5694306710118,1887.0744428170326,1869.3235871809745,218843
08/12/2023,1890.8252278206483,1871.0015451669406,1894.9101371737931,1861.920858585346,317665
08/13/2023,1899.6822045628007,1890.8252278206483,1903.8558537603938,1889.7540421949523,128992
08/14/2023,1884.6463811147762,1899.6822045628007,1905.5041566494858,1880.8431552722009,343122
08/15/2023,1905.745371463461,1884.6463811147762,1914.731683527066,1877.6931197830388,312603
08/16/2023,1913.535285286809,1905.745371463461,1915.8381552718233,1899.031864762674,148803
08/17/2023,1932.96598355858,1913.535285286809,1934.1402736953062,1909.4907544728203,209975
08/18/2023,1948.3437835564723,1932.96598355858,1950.2674855632445,1929.6168864129124,294549
08/19/2023,1929.7411137563427,1948.3437835564723,1956.983956635493,1925.904668985183,244282
08/20/2023,1917.5409575888666,1929.7411137563427,1935.9723521407884,1915.0071547952405,314401
08/21/2023,1935.5035671139194,1917.5409575888666,1938.2704351660918,1915.5722859893049,126270
08/22/2023,1950.4542544528458,1935.5035671139194,1958.4115903454415,1930.8289418255051,293080
08/23/2023,1950.7452249201606,1950.4542544528458,1959.1467919566378,1947.8354404179145,236269
08/24/2023,1954.2720330030327,1950.7452249201606,1962.5436294912251,1947.941402569431,344929
08/25/2023,1985.0165990969026,1954.2720330030327,1994.1370212100283,1947.8546329662652,107452
08/26/2023,1971.719257419862,1985.0165990969026,1987.5201121569892,1962.1708388776485,141486
08/27/2023,1985.4526144284732,1971.719257419862,1992.9481142856353,1965.7682419556722,114859
